age,job,marital,education,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,Target2,balance2,,steps 
78,management,married,unknown,no,yes,no,cellular,25,oct,211,2,185,7,success,1,positive,,
26,management,single,tertiary,no,no,no,cellular,26,oct,318,1,120,3,success,1,positive,,
25,student,single,secondary,no,no,no,cellular,26,oct,259,1,103,2,other,1,positive,,
47,admin.,married,secondary,no,no,no,cellular,26,oct,604,1,91,4,failure,1,positive,,
32,technician,married,secondary,no,no,no,cellular,26,oct,289,1,805,4,other,1,positive,,
56,admin.,divorced,secondary,no,no,no,cellular,26,oct,238,4,442,4,failure,1,positive,,
27,blue-collar,single,primary,no,yes,no,cellular,26,oct,701,2,-1,0,unknown,1,positive,,
40,management,divorced,tertiary,no,no,no,cellular,26,oct,202,2,-1,0,unknown,1,positive,,
54,technician,married,tertiary,no,no,no,cellular,27,oct,269,3,541,3,success,1,positive,,
46,technician,married,unknown,no,no,no,cellular,27,oct,171,1,91,2,success,1,positive,,
47,management,married,tertiary,no,no,no,cellular,27,oct,508,1,-1,0,unknown,1,negative,,
24,student,single,secondary,no,no,no,cellular,27,oct,184,1,91,2,failure,1,positive,,
70,retired,married,secondary,no,no,no,cellular,27,oct,258,1,92,5,success,1,negative,,
30,management,single,tertiary,no,no,no,cellular,8,nov,188,1,-1,0,unknown,1,positive,,
63,entrepreneur,married,secondary,no,no,no,telephone,8,nov,360,1,96,4,success,1,positive,,
22,student,single,secondary,no,no,no,cellular,8,nov,449,2,38,10,other,1,positive,,
38,technician,married,tertiary,no,no,no,cellular,8,nov,282,2,186,4,success,1,positive,,
44,entrepreneur,married,tertiary,no,no,no,cellular,9,nov,248,1,91,1,success,1,positive,,
37,management,married,tertiary,no,no,no,cellular,9,nov,268,1,-1,0,unknown,1,positive,,
52,technician,married,tertiary,no,no,no,cellular,9,nov,467,3,92,7,failure,1,negative,,
35,technician,married,secondary,no,yes,no,cellular,9,nov,524,1,96,5,success,1,negative,,
29,admin.,single,secondary,no,no,no,cellular,9,nov,208,2,91,3,success,1,positive,,
41,unemployed,single,tertiary,no,no,no,telephone,9,nov,394,1,390,2,success,1,positive,,
62,retired,married,tertiary,no,yes,no,cellular,10,nov,404,1,57,8,success,1,positive,,
62,blue-collar,married,secondary,no,no,no,cellular,11,nov,289,1,92,3,success,1,positive,,
38,entrepreneur,single,secondary,no,no,no,cellular,11,nov,357,3,93,5,success,1,positive,,
54,admin.,married,secondary,no,yes,no,cellular,11,nov,167,1,-1,0,unknown,1,positive,,
36,admin.,divorced,secondary,no,yes,no,cellular,12,nov,482,1,374,1,success,1,positive,,
34,blue-collar,married,secondary,no,yes,no,cellular,12,nov,413,1,92,3,success,1,positive,,
34,technician,married,secondary,no,no,no,cellular,15,nov,401,2,187,5,success,1,positive,,
60,services,married,tertiary,no,yes,no,cellular,16,nov,200,1,92,4,success,1,positive,,
32,services,single,secondary,no,yes,no,cellular,16,nov,411,1,-1,0,unknown,1,positive,,
29,management,single,secondary,no,yes,no,cellular,16,nov,236,1,550,2,success,1,positive,,
32,blue-collar,married,secondary,no,no,no,cellular,16,nov,206,1,188,3,success,1,positive,,
75,retired,divorced,tertiary,no,yes,no,cellular,16,nov,262,1,183,1,failure,1,positive,,
29,management,single,tertiary,no,no,no,cellular,16,nov,238,1,-1,0,unknown,1,positive,,
28,self-employed,single,tertiary,no,no,no,cellular,16,nov,449,2,33,4,success,1,positive,,
68,retired,married,secondary,no,no,no,cellular,16,nov,212,1,187,6,success,1,positive,,
25,student,single,secondary,no,no,no,cellular,16,nov,330,1,-1,0,unknown,1,positive,,
36,management,single,secondary,no,yes,no,cellular,16,nov,270,1,-1,0,unknown,1,positive,,
38,technician,married,secondary,no,yes,no,cellular,16,nov,1556,4,-1,0,unknown,1,positive,,
53,management,married,tertiary,no,no,no,cellular,17,nov,226,1,184,4,success,1,positive,,
34,admin.,single,secondary,no,no,no,cellular,17,nov,224,1,-1,0,unknown,1,positive,,
23,student,single,tertiary,no,no,no,cellular,17,nov,266,1,-1,0,unknown,1,positive,,
73,retired,married,secondary,no,no,no,cellular,17,nov,300,1,40,8,failure,1,positive,,
25,technician,single,secondary,no,no,yes,cellular,17,nov,386,2,-1,0,unknown,1,positive,,
51,technician,married,tertiary,no,no,no,cellular,17,nov,977,3,-1,0,unknown,1,positive,,
71,retired,divorced,primary,no,no,no,cellular,17,nov,456,2,-1,0,unknown,1,positive,,
72,retired,married,secondary,no,no,no,cellular,17,nov,1127,5,184,3,success,1,positive,,
58,management,married,tertiary,no,yes,no,unknown,5,may,261,1,-1,0,unknown,0,positive,,
35,management,married,tertiary,no,yes,no,unknown,5,may,139,1,-1,0,unknown,0,positive,,
60,admin.,married,secondary,no,yes,yes,unknown,5,may,208,1,-1,0,unknown,0,positive,,
25,blue-collar,married,secondary,no,yes,no,unknown,5,may,365,1,-1,0,unknown,0,negative,,
55,technician,divorced,secondary,no,no,no,unknown,5,may,160,1,-1,0,unknown,0,negative,,
54,blue-collar,married,secondary,no,yes,no,unknown,5,may,266,1,-1,0,unknown,0,positive,,
46,services,married,primary,no,yes,no,unknown,5,may,1778,1,-1,0,unknown,0,positive,,
49,blue-collar,married,unknown,no,yes,no,unknown,5,may,357,1,-1,0,unknown,0,positive,,
31,services,married,secondary,no,yes,yes,unknown,5,may,172,1,-1,0,unknown,0,positive,,
54,management,married,secondary,no,yes,yes,unknown,5,may,154,1,-1,0,unknown,0,positive,,
55,services,divorced,secondary,no,no,no,unknown,5,may,349,1,-1,0,unknown,0,positive,,
36,management,married,tertiary,no,yes,yes,unknown,5,may,426,1,-1,0,unknown,0,positive,,
55,blue-collar,married,secondary,no,no,no,unknown,5,may,287,1,-1,0,unknown,0,positive,,
44,blue-collar,married,secondary,no,yes,no,unknown,5,may,257,1,-1,0,unknown,0,negative,,
29,services,divorced,secondary,no,yes,no,unknown,5,may,194,1,-1,0,unknown,0,positive,,
57,technician,married,primary,no,no,no,unknown,5,may,98,1,-1,0,unknown,0,negative,,
43,services,married,secondary,no,yes,yes,unknown,5,may,127,2,-1,0,unknown,0,positive,,
31,blue-collar,married,secondary,no,yes,no,unknown,5,may,143,1,-1,0,unknown,0,negative,,
38,technician,single,secondary,no,yes,no,unknown,5,may,185,1,-1,0,unknown,0,positive,,
34,self-employed,single,secondary,no,yes,no,unknown,5,may,301,1,-1,0,unknown,0,positive,,
59,blue-collar,married,secondary,no,yes,no,unknown,5,may,98,1,-1,0,unknown,0,positive,,
48,unemployed,married,secondary,no,yes,no,unknown,5,may,243,1,-1,0,unknown,0,positive,,
60,admin.,divorced,secondary,no,yes,no,unknown,5,may,130,1,-1,0,unknown,0,positive,,
46,housemaid,married,primary,no,no,no,unknown,5,may,177,1,-1,0,unknown,0,positive,,
33,management,single,tertiary,no,yes,no,unknown,5,may,27,1,-1,0,unknown,0,positive,,
49,blue-collar,divorced,primary,no,yes,yes,unknown,5,may,389,1,-1,0,unknown,0,negative,,
43,technician,married,secondary,no,yes,no,unknown,5,may,117,1,-1,0,unknown,0,positive,,
40,management,married,tertiary,no,yes,no,unknown,5,may,39,1,-1,0,unknown,0,positive,,
42,management,divorced,tertiary,no,yes,no,unknown,5,may,58,3,-1,0,unknown,0,positive,,
58,blue-collar,married,primary,no,yes,no,unknown,5,may,156,2,-1,0,unknown,0,positive,,
40,self-employed,married,secondary,no,yes,no,unknown,5,may,164,2,-1,0,unknown,0,positive,,
56,admin.,married,secondary,no,yes,no,unknown,5,may,106,2,-1,0,unknown,0,positive,,
54,technician,married,unknown,no,yes,no,unknown,5,may,108,2,-1,0,unknown,0,positive,,
37,services,divorced,secondary,no,yes,yes,unknown,5,may,214,2,-1,0,unknown,0,positive,,
36,blue-collar,married,secondary,no,yes,yes,unknown,5,may,453,2,-1,0,unknown,0,positive,,
51,technician,single,secondary,no,yes,no,unknown,5,may,364,2,-1,0,unknown,0,negative,,
48,management,married,secondary,no,yes,no,unknown,5,may,224,3,-1,0,unknown,0,positive,,
42,admin.,single,secondary,no,yes,no,unknown,5,may,146,2,-1,0,unknown,0,positive,,
34,management,married,tertiary,no,yes,no,unknown,5,may,39,4,-1,0,unknown,0,positive,,
39,blue-collar,married,primary,no,yes,no,unknown,5,may,680,2,-1,0,unknown,0,negative,,
44,blue-collar,single,secondary,no,yes,no,unknown,5,may,404,4,-1,0,unknown,0,positive,,
34,services,married,secondary,no,yes,no,unknown,6,may,344,1,-1,0,unknown,0,positive,,
37,blue-collar,married,secondary,no,no,no,unknown,6,may,652,1,-1,0,unknown,0,positive,,
38,blue-collar,married,secondary,no,yes,no,unknown,6,may,133,1,-1,0,unknown,0,positive,,
50,management,married,tertiary,no,no,no,unknown,6,may,326,1,-1,0,unknown,0,negative,,
39,admin.,single,secondary,no,yes,no,unknown,6,may,342,1,-1,0,unknown,0,positive,,
38,technician,single,tertiary,no,yes,no,unknown,6,may,87,1,-1,0,unknown,0,positive,,
39,blue-collar,married,secondary,no,yes,no,unknown,6,may,262,1,-1,0,unknown,0,negative,,
45,blue-collar,married,secondary,no,no,no,unknown,6,may,241,1,-1,0,unknown,0,positive,,
34,technician,single,tertiary,no,yes,no,unknown,6,may,112,1,-1,0,unknown,0,positive,,
32,services,single,secondary,no,yes,no,unknown,6,may,144,1,-1,0,unknown,0,positive,,
37,management,married,tertiary,no,yes,yes,unknown,6,may,451,2,-1,0,unknown,0,positive,,
35,blue-collar,married,secondary,no,yes,no,unknown,6,may,145,2,-1,0,unknown,0,positive,,
31,management,single,secondary,no,yes,no,unknown,6,may,82,1,-1,0,unknown,0,positive,,
41,technician,married,secondary,no,yes,no,unknown,6,may,145,1,-1,0,unknown,0,positive,,
58,retired,married,secondary,no,yes,no,unknown,6,may,118,1,-1,0,unknown,0,positive,,
43,blue-collar,married,secondary,no,yes,no,unknown,6,may,371,2,-1,0,unknown,0,positive,,
48,blue-collar,married,secondary,no,yes,no,unknown,6,may,73,1,-1,0,unknown,0,positive,,
34,admin.,single,secondary,no,yes,no,unknown,6,may,150,1,-1,0,unknown,0,negative,,
45,blue-collar,married,secondary,no,yes,no,unknown,6,may,250,1,-1,0,unknown,0,positive,,
30,student,single,tertiary,no,yes,no,unknown,6,may,289,1,-1,0,unknown,0,positive,,
33,blue-collar,married,secondary,no,yes,no,unknown,6,may,123,1,-1,0,unknown,0,negative,,
36,admin.,married,secondary,no,yes,no,unknown,6,may,130,2,-1,0,unknown,0,negative,,
36,admin.,divorced,secondary,no,yes,no,unknown,6,may,153,1,-1,0,unknown,0,positive,,
51,blue-collar,married,secondary,no,yes,yes,unknown,6,may,121,1,-1,0,unknown,0,positive,,
49,technician,married,unknown,no,no,no,unknown,6,may,92,2,-1,0,unknown,0,positive,,
29,technician,single,tertiary,no,yes,no,unknown,6,may,65,1,-1,0,unknown,0,positive,,
47,technician,married,unknown,no,yes,no,unknown,6,may,168,1,-1,0,unknown,0,positive,,
39,blue-collar,married,primary,no,yes,no,unknown,6,may,158,1,-1,0,unknown,0,positive,,
31,management,single,tertiary,no,yes,no,unknown,6,may,170,3,-1,0,unknown,0,positive,,
32,technician,married,secondary,no,yes,yes,unknown,6,may,57,2,-1,0,unknown,0,positive,,
32,admin.,single,tertiary,no,yes,no,unknown,6,may,241,3,-1,0,unknown,0,positive,,
33,blue-collar,married,primary,no,yes,no,unknown,6,may,116,2,-1,0,unknown,0,positive,,
28,technician,single,secondary,no,yes,no,unknown,6,may,392,1,-1,0,unknown,0,positive,,
29,admin.,married,secondary,no,yes,no,unknown,6,may,328,1,-1,0,unknown,0,negative,,
34,blue-collar,married,secondary,no,yes,no,unknown,6,may,684,2,-1,0,unknown,0,positive,,
44,technician,single,unknown,no,yes,no,unknown,6,may,13,6,-1,0,unknown,0,positive,,
53,retired,married,secondary,no,yes,no,unknown,6,may,593,2,-1,0,unknown,0,positive,,
39,blue-collar,married,secondary,no,yes,no,unknown,6,may,99,2,-1,0,unknown,0,positive,,
44,blue-collar,divorced,secondary,no,yes,no,unknown,6,may,198,2,-1,0,unknown,0,positive,,
52,blue-collar,married,primary,no,yes,no,unknown,6,may,213,3,-1,0,unknown,0,positive,,
42,services,divorced,secondary,no,yes,no,unknown,6,may,176,5,-1,0,unknown,0,positive,,
41,blue-collar,married,primary,no,yes,no,unknown,6,may,233,2,-1,0,unknown,0,positive,,
56,self-employed,married,unknown,no,no,no,unknown,6,may,305,2,-1,0,unknown,0,positive,,
29,student,single,secondary,no,yes,no,unknown,7,may,169,3,-1,0,unknown,0,positive,,
42,technician,single,secondary,no,yes,no,unknown,7,may,275,4,-1,0,unknown,0,negative,,
42,management,divorced,tertiary,no,yes,no,unknown,7,may,720,2,-1,0,unknown,0,positive,,
32,technician,divorced,secondary,no,yes,yes,unknown,7,may,188,2,-1,0,unknown,0,positive,,
59,retired,married,secondary,no,yes,no,unknown,7,may,106,1,-1,0,unknown,0,positive,,
34,services,married,secondary,no,yes,no,unknown,7,may,312,1,-1,0,unknown,0,positive,,
35,admin.,married,secondary,no,no,no,unknown,7,may,326,1,-1,0,unknown,0,negative,,
57,technician,married,secondary,no,no,no,unknown,7,may,32,1,-1,0,unknown,0,positive,,
44,technician,divorced,secondary,no,yes,no,unknown,7,may,171,1,-1,0,unknown,0,negative,,
42,services,married,secondary,no,yes,no,unknown,7,may,149,1,-1,0,unknown,0,negative,,
36,services,single,secondary,no,yes,no,unknown,7,may,142,1,-1,0,unknown,0,positive,,
38,blue-collar,married,secondary,no,yes,no,unknown,7,may,1521,1,-1,0,unknown,0,positive,,
33,services,divorced,secondary,no,yes,yes,unknown,7,may,254,1,-1,0,unknown,0,positive,,
35,technician,married,secondary,no,yes,no,unknown,7,may,236,1,-1,0,unknown,0,positive,,
26,blue-collar,single,secondary,no,yes,no,unknown,7,may,180,1,-1,0,unknown,0,positive,,
52,self-employed,married,secondary,no,no,no,unknown,7,may,227,1,-1,0,unknown,0,positive,,
55,management,divorced,tertiary,no,no,no,unknown,7,may,241,2,-1,0,unknown,0,positive,,
32,blue-collar,divorced,primary,no,yes,no,unknown,7,may,204,2,-1,0,unknown,0,positive,,
33,housemaid,married,tertiary,no,yes,yes,unknown,7,may,109,1,-1,0,unknown,0,positive,,
31,services,married,tertiary,no,yes,yes,unknown,7,may,294,1,-1,0,unknown,0,positive,,
40,admin.,married,secondary,no,yes,yes,unknown,7,may,164,2,-1,0,unknown,0,positive,,
34,admin.,divorced,secondary,no,yes,no,unknown,7,may,283,2,-1,0,unknown,0,positive,,
30,management,single,tertiary,no,yes,no,unknown,7,may,245,1,-1,0,unknown,0,positive,,
26,services,married,secondary,no,yes,no,unknown,7,may,180,2,-1,0,unknown,0,negative,,
47,blue-collar,married,secondary,yes,yes,no,unknown,7,may,444,1,-1,0,unknown,0,negative,,
31,management,married,secondary,no,no,no,unknown,7,may,380,2,-1,0,unknown,0,positive,,
29,management,married,secondary,no,yes,yes,unknown,7,may,376,2,-1,0,unknown,0,positive,,
51,technician,married,secondary,no,yes,no,unknown,7,may,421,2,-1,0,unknown,0,positive,,
38,services,married,secondary,no,yes,no,unknown,7,may,154,2,-1,0,unknown,0,negative,,
57,retired,married,tertiary,no,yes,no,unknown,7,may,117,1,-1,0,unknown,0,positive,,
43,admin.,married,secondary,no,no,no,unknown,7,may,180,5,-1,0,unknown,0,positive,,
29,services,single,secondary,no,yes,no,unknown,7,may,129,5,-1,0,unknown,0,positive,,
30,blue-collar,single,primary,no,yes,no,unknown,7,may,912,2,-1,0,unknown,0,positive,,
44,blue-collar,divorced,secondary,no,yes,no,unknown,7,may,485,1,-1,0,unknown,0,positive,,
41,blue-collar,married,unknown,no,yes,no,unknown,7,may,690,2,-1,0,unknown,0,positive,,
52,entrepreneur,divorced,primary,no,yes,no,unknown,7,may,688,2,-1,0,unknown,0,positive,,
58,management,married,tertiary,no,no,no,unknown,7,may,103,2,-1,0,unknown,0,positive,,
41,blue-collar,married,secondary,no,yes,yes,unknown,7,may,203,1,-1,0,unknown,0,positive,,
37,management,married,tertiary,no,yes,no,unknown,7,may,96,3,-1,0,unknown,0,positive,,
60,blue-collar,divorced,secondary,no,no,no,unknown,7,may,152,2,-1,0,unknown,0,positive,,
52,technician,single,secondary,no,yes,no,unknown,7,may,94,2,-1,0,unknown,0,negative,,
27,blue-collar,single,secondary,no,yes,no,unknown,7,may,191,4,-1,0,unknown,0,negative,,
31,blue-collar,married,primary,no,yes,no,unknown,7,may,212,2,-1,0,unknown,0,positive,,
31,services,single,secondary,no,yes,no,unknown,7,may,193,3,-1,0,unknown,0,positive,,
30,blue-collar,married,primary,no,yes,no,unknown,7,may,299,2,-1,0,unknown,0,positive,,
43,admin.,married,tertiary,no,yes,no,unknown,7,may,244,7,-1,0,unknown,0,positive,,
48,blue-collar,married,secondary,no,yes,yes,unknown,7,may,152,3,-1,0,unknown,0,positive,,
50,blue-collar,married,primary,yes,yes,no,unknown,7,may,123,2,-1,0,unknown,0,positive,,
43,admin.,single,secondary,no,yes,no,unknown,7,may,276,4,-1,0,unknown,0,positive,,
35,services,married,secondary,no,yes,no,unknown,7,may,17,2,-1,0,unknown,0,positive,,
44,admin.,single,secondary,no,yes,no,unknown,7,may,404,5,-1,0,unknown,0,negative,,
48,technician,married,secondary,no,yes,no,unknown,8,may,177,3,-1,0,unknown,0,positive,,
34,management,married,primary,no,yes,no,unknown,8,may,125,3,-1,0,unknown,0,positive,,
42,technician,married,secondary,no,yes,no,unknown,8,may,94,1,-1,0,unknown,0,positive,,
29,admin.,divorced,secondary,no,yes,yes,unknown,8,may,489,1,-1,0,unknown,0,positive,,
43,management,married,tertiary,no,yes,yes,unknown,8,may,528,1,-1,0,unknown,0,positive,,
37,technician,married,secondary,no,yes,no,unknown,8,may,238,1,-1,0,unknown,0,positive,,
48,admin.,single,secondary,no,yes,no,unknown,8,may,255,1,-1,0,unknown,0,positive,,
61,blue-collar,married,primary,no,yes,no,unknown,8,may,204,1,-1,0,unknown,0,positive,,
29,blue-collar,married,secondary,no,yes,no,unknown,8,may,194,1,-1,0,unknown,0,positive,,
41,management,married,tertiary,no,no,no,unknown,8,may,106,1,-1,0,unknown,0,positive,,
34,management,married,tertiary,no,yes,no,unknown,8,may,214,2,-1,0,unknown,0,negative,,
26,blue-collar,married,secondary,no,yes,no,unknown,8,may,141,1,-1,0,unknown,0,positive,,
36,entrepreneur,married,unknown,no,yes,no,unknown,8,may,215,1,-1,0,unknown,0,positive,,
39,management,single,tertiary,no,yes,no,unknown,8,may,87,2,-1,0,unknown,0,positive,,
41,unknown,single,primary,no,yes,no,unknown,8,may,287,2,-1,0,unknown,0,positive,,
24,technician,single,tertiary,no,yes,no,unknown,8,may,131,1,-1,0,unknown,0,positive,,
28,technician,married,primary,no,yes,no,unknown,8,may,74,1,-1,0,unknown,0,negative,,
55,unemployed,single,tertiary,no,yes,no,unknown,8,may,60,1,-1,0,unknown,0,positive,,
31,management,single,tertiary,no,yes,no,unknown,8,may,156,1,-1,0,unknown,0,positive,,
51,blue-collar,married,unknown,no,yes,no,unknown,8,may,102,2,-1,0,unknown,0,positive,,
37,blue-collar,married,secondary,no,yes,no,unknown,8,may,69,2,-1,0,unknown,0,positive,,
41,technician,married,secondary,no,yes,yes,unknown,8,may,63,2,-1,0,unknown,0,positive,,
34,services,married,secondary,no,yes,no,unknown,8,may,159,4,-1,0,unknown,0,positive,,
32,management,single,tertiary,no,yes,no,unknown,8,may,161,1,-1,0,unknown,0,positive,,
36,admin.,divorced,secondary,no,no,no,unknown,8,may,269,3,-1,0,unknown,0,positive,,
34,management,single,tertiary,no,no,no,unknown,8,may,44,1,-1,0,unknown,0,positive,,
30,technician,single,tertiary,no,yes,no,unknown,8,may,234,1,-1,0,unknown,0,positive,,
25,entrepreneur,married,tertiary,no,yes,yes,unknown,8,may,453,2,-1,0,unknown,0,positive,,
38,blue-collar,single,primary,no,yes,no,unknown,8,may,200,2,-1,0,unknown,0,positive,,
45,admin.,divorced,secondary,no,yes,no,unknown,8,may,298,5,-1,0,unknown,0,positive,,
22,technician,single,secondary,no,yes,yes,unknown,8,may,626,6,-1,0,unknown,0,positive,,
29,management,divorced,tertiary,no,yes,yes,unknown,8,may,240,3,-1,0,unknown,0,positive,,
34,management,married,secondary,no,yes,no,unknown,8,may,442,2,-1,0,unknown,0,positive,,
37,blue-collar,divorced,secondary,no,yes,no,unknown,8,may,133,2,-1,0,unknown,0,positive,,
35,technician,single,secondary,no,yes,no,unknown,8,may,163,2,-1,0,unknown,0,positive,,
32,blue-collar,married,secondary,no,yes,no,unknown,8,may,223,2,-1,0,unknown,0,positive,,
38,management,single,tertiary,no,yes,no,unknown,8,may,92,3,-1,0,unknown,0,negative,,
40,admin.,single,secondary,no,yes,no,unknown,8,may,383,3,-1,0,unknown,0,positive,,
36,technician,married,secondary,no,yes,no,unknown,8,may,380,2,-1,0,unknown,0,positive,,
39,blue-collar,married,primary,no,yes,no,unknown,8,may,277,3,-1,0,unknown,0,positive,,
32,management,divorced,tertiary,no,yes,no,unknown,8,may,399,4,-1,0,unknown,0,positive,,
50,blue-collar,married,primary,no,no,no,unknown,8,may,297,2,-1,0,unknown,0,positive,,
43,blue-collar,married,primary,no,yes,no,unknown,8,may,170,2,-1,0,unknown,0,positive,,
48,technician,divorced,tertiary,no,yes,no,unknown,8,may,341,2,-1,0,unknown,0,positive,,
42,self-employed,married,secondary,no,yes,no,unknown,8,may,515,3,-1,0,unknown,0,positive,,
41,management,married,primary,no,yes,no,unknown,8,may,51,3,-1,0,unknown,0,negative,,
26,management,single,tertiary,no,yes,no,unknown,8,may,99,3,-1,0,unknown,0,positive,,
58,management,married,secondary,no,no,no,unknown,8,may,126,3,-1,0,unknown,0,positive,,
33,services,married,secondary,no,yes,no,unknown,8,may,172,4,-1,0,unknown,0,positive,,
31,technician,divorced,secondary,no,yes,no,unknown,9,may,62,1,-1,0,unknown,0,positive,,
53,entrepreneur,married,secondary,no,yes,no,unknown,9,may,101,3,-1,0,unknown,0,negative,,
47,services,married,secondary,no,yes,no,unknown,9,may,252,4,-1,0,unknown,0,positive,,
30,blue-collar,married,primary,no,yes,yes,unknown,9,may,380,1,-1,0,unknown,0,positive,,
29,blue-collar,married,secondary,no,no,no,unknown,9,may,215,1,-1,0,unknown,0,negative,,
32,blue-collar,married,secondary,no,yes,no,unknown,9,may,61,1,-1,0,unknown,0,positive,,
41,technician,married,secondary,no,yes,no,unknown,9,may,319,1,-1,0,unknown,0,positive,,
41,technician,single,secondary,no,yes,no,unknown,9,may,128,1,-1,0,unknown,0,negative,,
32,technician,single,tertiary,no,yes,yes,unknown,9,may,352,1,-1,0,unknown,0,positive,,
37,blue-collar,single,secondary,no,yes,no,unknown,9,may,217,2,-1,0,unknown,0,positive,,
36,management,divorced,tertiary,no,yes,no,unknown,9,may,117,1,-1,0,unknown,0,positive,,
26,blue-collar,single,secondary,no,yes,no,unknown,9,may,386,1,-1,0,unknown,0,positive,,
37,services,single,secondary,no,yes,yes,unknown,9,may,280,1,-1,0,unknown,0,positive,,
41,blue-collar,married,primary,no,yes,yes,unknown,9,may,121,4,-1,0,unknown,0,negative,,
32,blue-collar,single,secondary,no,no,no,unknown,9,may,115,1,-1,0,unknown,0,negative,,
47,blue-collar,divorced,secondary,no,yes,no,unknown,9,may,205,1,-1,0,unknown,0,positive,,
34,services,married,secondary,no,yes,no,unknown,9,may,122,1,-1,0,unknown,0,negative,,
36,blue-collar,divorced,unknown,no,yes,no,unknown,9,may,377,1,-1,0,unknown,0,negative,,
43,housemaid,married,primary,no,yes,yes,unknown,9,may,46,2,-1,0,unknown,0,positive,,
27,admin.,single,secondary,no,yes,no,unknown,9,may,544,1,-1,0,unknown,0,positive,,
33,blue-collar,married,secondary,no,yes,yes,unknown,9,may,143,1,-1,0,unknown,0,positive,,
30,management,single,tertiary,no,yes,yes,unknown,9,may,261,1,-1,0,unknown,0,positive,,
34,blue-collar,married,primary,no,yes,no,unknown,9,may,106,1,-1,0,unknown,0,positive,,
30,entrepreneur,single,secondary,no,yes,no,unknown,9,may,197,4,-1,0,unknown,0,positive,,
28,management,single,unknown,yes,yes,no,unknown,9,may,224,3,-1,0,unknown,0,positive,,
29,self-employed,single,tertiary,no,no,no,unknown,9,may,530,2,-1,0,unknown,0,positive,,
53,management,married,secondary,no,yes,no,unknown,9,may,126,2,-1,0,unknown,0,negative,,
38,technician,married,secondary,yes,yes,no,unknown,9,may,129,3,-1,0,unknown,0,positive,,
43,blue-collar,single,primary,no,yes,no,unknown,9,may,163,2,-1,0,unknown,0,positive,,
28,blue-collar,single,secondary,no,yes,yes,unknown,9,may,125,3,-1,0,unknown,0,positive,,
28,technician,single,secondary,no,yes,no,unknown,9,may,67,3,-1,0,unknown,0,negative,,
30,blue-collar,single,secondary,no,no,no,unknown,9,may,395,1,-1,0,unknown,0,positive,,
47,management,divorced,tertiary,no,yes,no,unknown,9,may,128,1,-1,0,unknown,0,positive,,
33,blue-collar,single,secondary,no,yes,no,unknown,9,may,174,1,-1,0,unknown,0,positive,,
45,services,married,primary,no,yes,no,unknown,9,may,274,2,-1,0,unknown,0,positive,,
49,housemaid,divorced,primary,no,yes,no,unknown,9,may,1080,5,-1,0,unknown,0,positive,,
37,blue-collar,married,secondary,no,no,no,unknown,9,may,262,1,-1,0,unknown,0,positive,,
37,admin.,married,secondary,no,no,yes,unknown,9,may,49,1,-1,0,unknown,0,negative,,
29,admin.,single,secondary,no,yes,no,unknown,9,may,106,1,-1,0,unknown,0,positive,,
29,admin.,single,secondary,yes,yes,no,unknown,9,may,279,1,-1,0,unknown,0,negative,,
35,admin.,divorced,tertiary,no,yes,no,unknown,9,may,26,2,-1,0,unknown,0,positive,,
49,blue-collar,married,primary,no,yes,yes,unknown,9,may,161,2,-1,0,unknown,0,positive,,
32,admin.,divorced,secondary,no,yes,no,unknown,9,may,218,2,-1,0,unknown,0,positive,,
57,blue-collar,married,secondary,no,yes,no,unknown,9,may,122,2,-1,0,unknown,0,positive,,
40,management,married,tertiary,no,no,no,unknown,9,may,260,4,-1,0,unknown,0,positive,,
28,admin.,single,secondary,no,yes,no,unknown,9,may,31,3,-1,0,unknown,0,positive,,
56,admin.,divorced,secondary,yes,yes,yes,unknown,9,may,185,2,-1,0,unknown,0,negative,,
35,management,single,tertiary,no,yes,no,unknown,9,may,83,3,-1,0,unknown,0,positive,,
31,blue-collar,married,secondary,no,yes,no,unknown,9,may,210,3,-1,0,unknown,0,positive,,
55,services,married,secondary,no,yes,no,unknown,9,may,91,3,-1,0,unknown,0,positive,,
36,technician,married,secondary,no,yes,no,unknown,9,may,83,3,-1,0,unknown,0,positive,,
46,self-employed,married,tertiary,no,yes,no,unknown,12,may,112,2,-1,0,unknown,0,negative,,
25,blue-collar,single,secondary,no,yes,no,unknown,12,may,149,5,-1,0,unknown,0,positive,,
49,technician,married,secondary,no,no,no,unknown,12,may,160,4,-1,0,unknown,0,positive,,
25,technician,single,secondary,no,yes,no,unknown,12,may,396,3,-1,0,unknown,0,positive,,
51,blue-collar,married,primary,yes,yes,no,unknown,12,may,38,4,-1,0,unknown,0,negative,,
40,services,single,secondary,no,yes,no,unknown,12,may,117,2,-1,0,unknown,0,positive,,
31,technician,married,secondary,no,no,no,unknown,12,may,177,4,-1,0,unknown,0,positive,,
27,management,single,tertiary,no,yes,no,unknown,12,may,145,1,-1,0,unknown,0,positive,,
25,student,single,tertiary,no,yes,no,unknown,12,may,53,1,-1,0,unknown,0,positive,,
36,blue-collar,married,primary,no,yes,no,unknown,12,may,170,2,-1,0,unknown,0,positive,,
36,blue-collar,married,primary,no,yes,no,unknown,12,may,165,4,-1,0,unknown,0,positive,,
30,services,single,secondary,no,yes,no,unknown,12,may,501,2,-1,0,unknown,0,positive,,
